Report generated on: 11-17-2024 10:07:11
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"","crude oil including lease condensate production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-GEO-TBPD.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","3","1","2","1.396","2.553","2.8","2.38","1.2","2.188","1.976","1.478","2.794","1.947","1.334","1.256386301369863","1.1368356164383562","1","1","1","1","1","1","1","0.7994520547945205","0.4","0.4170739726027397"
"INTL.57-1-DEU-TBPD.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","67.81917808219178","63.322404371584696","60.46849315068493","57.76164383561644","57.5013698630137","55.37158469945355","55.16712328767123","57.81917808219178","54.271232876712325","62.085519125683064","64.77808219178083","69.18356164383562","72.84109589041095","68.02732240437159","68.44935890410959","66.70959452054794","66.30137808219177","60","55","49","51","51","51.56438356164384","48.087671232876716","48.06301369863014","46.58743169398907","43.45749589041096"
"INTL.57-1-DDR-TBPD.A","        Germany, East","","","","","","","","","","","","--","--","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.57-1-DEUW-TBPD.A","        Germany, West","","","","","","","","","","","","--","--","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.57-1-GHA-TBPD.A","        Ghana","","","","","","","","","","","","","","","6","6","6.751366120218579","7","7","7","7","7","7","7","7","6","6","6","6","6","7.189041095890411","76.5123287671233","78.35519125683061","97.91232876712328","105.01917808219179","102.35616438356165","98.36065573770492","150.74602739726026"
"INTL.57-1-GIB-TBPD.A","        Gibraltar","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-GRC-TBPD.A","        Greece","","","","","25","24.73972602739726","24.835616438356166","22.813698630136987","20.825136612021858","16.912328767123288","15.167123287671233","15.736986301369862","13","10.745205479452055","9.991780821917809","8.575342465753424","9.197265027322404","8.564383561643835","6.065753424657534","0.2547945205479452","5","3.3315068493150686","3.176986301369863","2.5835616438356164","2.4153005464480874","1.763241095890411","1.6454986301369863","1.4573780821917808","1","1.1676712328767123","2.334246575342466","1.7506849315068493","1.669398907103825","1.2465753424657535","1.1616438356164382","1.0767123287671232","3.1721311475409837","2.813715068493151"
"INTL.57-1-GRL-TBPD.A","        Greenland","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-GRD-TBPD.A","        Grenada","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-GLP-TBPD.A","        Guadeloupe","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-GUM-TBPD.A","        Guam","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-GTM-TBPD.A","        Guatemala","","","","","4","3","5","3","3","3","4","3","5","6","7","9.35","15","20","25","23","21","21","24.747945205479454","24.58082191780822","20.243169398907103","18","16","15","15.525081967213115","13.51","11.953189041095891","10.945369863013699","10.590868852459016","9.986594520547946","10.051783561643836","9.86493698630137","9.776486338797815","9.634105698465753"
"INTL.57-1-GIN-TBPD.A","        Guinea","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-GNB-TBPD.A","        Guinea-Bissau","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-GUY-TBPD.A","        Guyana","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-HTI-TBPD.A","        Haiti","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-HITZ-TBPD.A","        Hawaiian Trade Zone","","","","","","","","--","--","--","--","--","--","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.57-1-HND-TBPD.A","        Honduras","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-HKG-TBPD.A","        Hong Kong","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-HUN-TBPD.A","        Hungary","","","","","41","41","41","39","40","40","41","39.24657534246575","37","35.73698630136986","33.0027397260274","43.12876712328767","37.30327868852459","33.3041095890411","31.094520547945205","28.816438356164383","26.834426229508196","28.843835616438355","24.24109589041096","27.24931506849315","22.1775956284153","19.01374794520548","17.7916","16.58361917808219","15.920765027322405","15.915068493150685","14.408219178082192","12.991780821917809","12.912568306010929","12","11.495890410958904","12","13.833333333333334","14.158942465753425"
"INTL.57-1-ISL-TBPD.A","        Iceland","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-IND-TBPD.A","        India","","","","","568.379781420765","609.1506849315068","635","614","641.5628415300547","685.9945205479452","672.668493150685","636.5479452054794","567.0655737704918","509.8301369863014","656.6605479452055","716.8787835616438","669.0115191256831","689.7265589041095","666.6226547945206","662.0301534246576","658.9690491803278","653.0077123287671","673.5258219178082","679.9086164383561","691.2137295081967","662.6826164383561","686.5225890410959","697.1361808219178","693.7125327868853","680.4328465753425","751.3000301369863","782.3408273972602","779.1546065573771","772.0756","767.4982602739726","761.0441479452055","734.5027322404371","733.9091373149452"
"INTL.57-1-IDN-TBPD.A","        Indonesia","","","","","1374.8825136612022","1200.3671232876711","1266.8","1247","1178.3224043715848","1231.1041095890412","1280.7835616438356","1410.7068493150684","1326.2513661202186","1344.2630136986302","1422.166","1431.054","1418.809","1417.845","1405.664","1351.055","1277.527","1210.117","1123.8775671232877","1025","939","1061.462","1005.96","954.295","976.7240519125684","948.8035479452054","944.8864410958904","902.0539205479452","859.742174863388","828.2383561643836","789","785.7616438356164","831.620218579235","801.7671397260274"
"INTL.57-1-IRN-TBPD.A","        Iran","1661.967213114754","1379.9561643835616","2213.8383561643836","2439.7561643835616","2174.3169398907103","2250.4739726027397","2034.986301369863","2298.0575342465754","2240.030054644809","2809.8739726027397","3087.8082191780823","3311.972602739726","3430.409836065574","3648.7671232876714","3607.2876712328766","3651.7123287671234","3667.964480874317","3599.4849315068495","3630.0109589041094","3497.150684931507","3684.6994535519125","3695.013698630137","3395.1643835616437","3861.958904109589","4063.1256284153005","4068.219178082192","4116.312328767123","4211.931506849315","4050.273224043716","4037.0383479452053","4080.4189506849316","4054","3386.8497267759562","3113.2986301369865","3239.068493150685","3293.1890410958904","4151.166666666667","4452.561643835616"
"INTL.57-1-IRQ-TBPD.A","        Iraq","2514.2322404371585","999.9013698630137","1012.1013698630137","1005.068493150685","1209.016393442623","1433.150684931507","1690.054794520548","2078.794520547945","2684.9590163934427","2897.1479452054796","2039.8876712328768","305.1068493150685","426.69398907103823","478","525.972602739726","550","576.2568306010929","1146.9753424657533","2112.1726027397262","2520.8082191780823","2567.0262158469945","2356.94721369863","2012.3170356164383","1324.9103534246576","1994.844262295082","1816.4657534246576","1900.027397260274","2088.9217589041095","2375.2659890710383","2390.5915369863014","2399.302526027397","2625.6849315068494","2983.3333333333335","3055.3835616438355","3370.041095890411","4054.780821917808","4451.516393442623","4465.684931506849"
"INTL.57-1-IRL-TBPD.A","        Ireland","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ISR-TBPD.A","        Israel","","","","","","","0.1643835616438356","0.08493150684931507","0.4098360655737705","","","","","","0.5041095890410959","1","1","1","1","1","","","","","0.075","0.1","0.1","0.1","0.1","0.1","0.1","0.39","0.39","0.39","0.39","0.39","0.39","1"
"INTL.57-1-ITA-TBPD.A","        Italy","","","","","42","43.515068493150686","46.701369863013696","73.0931506849315","90.45081967213115","86.8986301369863","88.26849315068493","80.85205479452055","83.0846994535519","82.36986301369863","85.0054794520548","92.91232876712328","99.96448087431693","110.46301369863014","104.83561643835617","82.46575342465754","74.0464480874317","64.07945205479452","84.43013698630136","90.42191780821918","102.26502732240438","114.52066027397261","110.21642739726028","107.75608219178082","99.45081967213115","82.78082191780823","96.0054794520548","99.17808219178082","100.9672131147541","101.77534246575343","106.28767123287672","100.21095890410959","70.67486338797814","77.5069589041096"
"INTL.57-1-JAM-TBPD.A","        Jamaica","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-JPN-TBPD.A","        Japan","","","","","8","10.66027397260274","12.652054794520549","12.254794520547945","11.915300546448087","11","10.827397260273973","15.002739726027396","17.166666666666668","15.73972602739726","10.915068493150685","10.830136986301369","10.45925956284153","10.076712328767123","9.161643835616438","7.580821917808219","6.915300546448087","6","5.076712328767123","5.9150684931506845","5.5","6.56432602739726","5.822073972602739","5.65771506849315","6","5.328767123287672","4.994520547945205","5","5","4.6657534246575345","4.750684931506849","4.2465753424657535","3.918032786885246","3.6632520547945204"
"INTL.57-1-JOR-TBPD.A","        Jordan","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.018","0.022","0.022","0.022","0.022","0.022","0.02"
"INTL.57-1-KAZ-TBPD.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","433.9836065573771","411.71232876712327","406.8633698630137","421.6074684931507","452.775174863388","520.584690410959","524.5236191780822","611.7002246575342","716.8566584699454","811.2624301369863","959.9779561643836","1043.8260328767124","1212.470393442623","1269.1245424657534","1339.1006630136985","1388.0730767123287","1345.4208169398908","1455.1509589041095","1525.1986602739726","1552.9369863013699","1514.4754098360656","1572.8986301369864","1632.0767123287671","1653.054794520548","1595.1994535519125","1776.8120360089533"
"INTL.57-1-KEN-TBPD.A","        Kenya","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-KIR-TBPD.A","        Kiribati","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-XKS-TBPD.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","--","--","--","--","","","","","","","","","",""
"INTL.57-1-KWT-TBPD.A","        Kuwait","1656.1256830601094","1125.1890410958904","822.972602739726","1064.0328767123287","1156.6448087431695","1022.5780821917808","1419.0191780821917","1584.9506849315069","1491.5765027322404","1783.1150684931506","1174.731506849315","190.0246575342466","880.2513661202186","1691.4164383561645","1834.7808219178082","1836.7671232876712","1806.6120218579235","1836.1917808219177","1811.304109589041","1653.0575342465754","1764.5901639344263","1717.849315068493","1601.041095890411","1869.7506849315068","2045.8401639344263","2423.095890410959","2499.4219178082194","2441.7794520547945","2585.7485765027322","2350","2300.4109589041095","2530.1369863013697","2634.945355191257","2700","2692.054794520548","2858.671232876712","2961.311475409836","2825.876712328767"
"INTL.57-1-KGZ-TBPD.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","3","1.747945205479452","1.7534246575342465","2","1.995","1.694","2.3","1.5","1.5","1.5","1.51","1.37","1.446726775956284","2.1704849315068495","1.336772602739726","1.2288958904109588","1","1","1","1","1","1","1","1","1","3.5"
"INTL.57-1-LAO-TBPD.A","        Laos","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-LVA-TBPD.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-LBN-TBPD.A","        Lebanon","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-LSO-TBPD.A","        Lesotho","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-LBR-TBPD.A","        Liberia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-LBY-TBPD.A","        Libya","1786.8524590163934","1140.2219178082191","1149.964383561644","1105.3561643835617","1087.1584699453551","1058.6849315068494","1033.6986301369864","971.8630136986301","1174.7431693989072","1150.035616438356","1375","1483.150684931507","1481.3934426229507","1371.5890410958905","1375.0821917808219","1405.3287671232877","1393.4016393442623","1420.7123287671234","1473.0821917808219","1378.441095890411","1411.292349726776","1364.6164383561643","1316.13698630137","1447.6575342465753","1573.6065573770493","1679.7123287671234","1768.5616438356165","1773","1802.8333333333333","1705","1710","485.3972602739726","1431.8032786885246","978.3287671232877","529.8356164383562","463.972602739726","444.6857923497268","878.8904109589041"
"INTL.57-1-LTU-TBPD.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","6.108","4.386","3.673","3.087","3","2","2","2","2","2","2","2","2","0.7"
"INTL.57-1-LUX-TBPD.A","        Luxembourg","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MAC-TBPD.A","        Macau","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MDG-TBPD.A","        Madagascar","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MWI-TBPD.A","        Malawi","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MYS-TBPD.A","        Malaysia","","","","","453.39617486338796","453.8904109589041","511.28767123287673","506.013698630137","542","589","622.1506849315068","648.7945205479452","658.6748633879781","609.1095890410959","659.932","705.061","715.689","713.929","725.035","690.837","662.7619344262295","708.1492630136986","750.4620849315069","797.5932273972603","763.4262295081967","726.4438356164384","691.8082191780821","682.712093150685","687.9644808743169","658.7041095890411","638.2602739726027","569.9342465753425","585.5601092896175","575.7945205479452","602.9753424657534","654.1780821917808","666.9344262295082","659.9195926484931"
"INTL.57-1-MDV-TBPD.A","        Maldives","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MLI-TBPD.A","        Mali","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MLT-TBPD.A","        Malta","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MTQ-TBPD.A","        Martinique","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MRT-TBPD.A","        Mauritania","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31.213698630136985","15.986301369863014","12.833333333333334","11.245219178082191","8.23223287671233","7.737641095890411","6.577076502732241","6.7504109589041095","6.003005479452055","5.2465753424657535","4.836065573770492","0"
"INTL.57-1-MUS-TBPD.A","        Mauritius","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MEX-TBPD.A","        Mexico","1936.1994535519125","2313.1835616438357","2748.150684931507","2689.4657534246576","2780.2868852459014","2744.849315068493","2434.8273972602738","2548.3698630136987","2511.846994535519","2520.0164383561646","2552.9506849315067","2680.0849315068494","2667.7349726775956","2673.3561643835615","2685.1017397260275","2617.1995479452053","2858.3328524590165","3022.2198630136986","3070.4545068493153","2906.028191780822","3011.96506284153","3127.0363643835617","3177.0989643835615","3370.896095890411","3382.8984071038253","3333.3487506849315","3255.578843835616","3075.7098712328766","2838.988797814208","2645.8432876712327","2621.138904109589","2599.8473479452055","2592.5054644808743","2561.857534246575","2468.5479452054797","2302.4931506849316","2186.874316939891","1980.682191780822"
"none","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-MDA-TBPD.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MNG-TBPD.A","        Mongolia","","","","","","","","","","","","","","","","","","","","","0.18","0.2","0.38","0.5","0.598","0.54","1.04","2.32","3.208","5.123","5.976","6.983295890410959","9.93450819672131","14.051495890410958","20.288024657534248","23.17655890410959","23.42622950819672","20"
"INTL.57-1-MNE-TBPD.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","--","--","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MSR-TBPD.A","        Montserrat","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MAR-TBPD.A","        Morocco","","","","","","3","3","2.0082191780821916","3","1.9917808219178081","1","1","1","1","1","1","1","1","1","0.258","0.279","0.216","0.13","0.236","0.644","0.14","0.2","0.22","0.18","0.16","0.2","0.2","0.14","0.16","0.16","0.16","0.16","0.025"
"INTL.57-1-MOZ-TBPD.A","        Mozambique","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NAM-TBPD.A","        Namibia","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NRU-TBPD.A","        Nauru","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NPL-TBPD.A","        Nepal","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NLD-TBPD.A","        Netherlands","","","","","58","72","90","84","76","65.98630136986301","68.71506849315068","62.75068493150685","55.243169398907106","51.86027397260274","69.23013698630137","52.88767123287671","42.81450819672131","40.345205479452055","33.29041095890411","30.773972602739725","27.87431693989071","27.01095890410959","43.63835616438356","44.681046575342464","40.8394781420765","28.967076712328765","26.224701369863013","40.18904383561644","33.50819672131148","25.484931506849314","20","22.254794520547946","20.833333333333332","21.986301369863014","29.46849315068493","27.304109589041097","18.08743169398907","13.940718652676713"
"INTL.57-1-NLDA-TBPD.A","        Netherlands Antilles","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NCL-TBPD.A","        New Caledonia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NZL-TBPD.A","        New Zealand","","","","","18","27.515068493150686","28.76164383561644","28.164383561643834","33.75136612021858","38.0958904109589","39.52876712328767","41.35342465753425","38.177595628415304","40.465753424657535","39.632876712328766","32.68493150684932","43.17213114754098","57.679452054794524","45.728767123287675","41.64383561643836","35.904371584699454","33.16438356164384","30.632876712328766","23.4027397260274","34.24190163934426","18.506942465753426","18.131594520547946","41.671164383561646","59.986338797814206","55.88767123287671","53.038356164383565","46.323287671232876","41.0792349726776","35.26575342465753","39.26575342465753","41.28493150684932","34.72677595628415","13.405791780821918"
"INTL.57-1-NIC-TBPD.A","        Nicaragua","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NER-TBPD.A","        Niger","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","6.712328767123288","20","20","20","14","13","16"
"INTL.57-1-NGA-TBPD.A","        Nigeria","2054.8333333333335","1433.1972602739727","1294.9808219178083","1241.150684931507","1387.9234972677596","1494.7917808219179","1467.0246575342467","1340.695890410959","1450.0546448087432","1715.9506849315069","1809.6986301369864","1891.7780821917809","1882.3934426229507","1909.5013698630137","1899.9638356164382","1932.017808219178","2145.8934426229507","2281.80602739726","2114.633493150685","1945.9013698630138","2038.795081967213","2082.27397260274","1965.7753424657535","2210.7617452054797","2392.9918032786886","2469.104575342466","2325.5149150684933","2207.0639150684933","2165.4398907103823","2208.311287671233","2408.027397260274","2473.750684931507","2457.1092896174864","2307.317808219178","2347.178082191781","2171.1616438356164","1871.204918032787","1945.8999178082192"
"INTL.57-1-NIU-TBPD.A","        Niue","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-PRK-TBPD.A","        North Korea","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MKD-TBPD.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-NOR-TBPD.A","        Norway","485.8333333333333","474.4767123287671","492.4164383561644","614.7945205479452","707.3196721311475","772.6849315068494","841.4246575342465","982.427397260274","1113.0027322404371","1482.7260273972602","1630","1870.9479452054795","2130.2049180327867","2279.8794520547945","2562.192010958904","2756.3791780821916","3081.0645737704917","3124.0404301369863","2994.825895890411","3001.9097315068493","3206.6167240437157","3214.690890410959","3118.574208219178","3029.681016438356","2946.449169398907","2689.7667616438357","2484.9443890410957","2264.3629424657533","2181.9562841530055","2067.4246575342468","1870.6054794520549","1759.5205479452054","1611.568306010929","1532.6712328767123","1562.1835616438357","1610.2712328767122","1647.9754098360656","1617.5295068493288"
"INTL.57-1-OMN-TBPD.A","        Oman","","","","","413","494.35616438356163","555.1095890410959","578.8438356164384","617.1174863387978","635.5342465753424","675.917808219178","709.1917808219179","741.7213114754098","779.1369863013699","811.9121123287671","857.3168","886.9782923497268","902.9715890410959","899.0465753424658","903.4794520547945","955.7021857923497","956.668493150685","897.6712328767123","819.431506849315","780.6978142076503","774.3023287671233","737.6503890410959","710.355295890411","757.3210601092896","812.5145315068494","864.5878109589041","885.6819123287671","918.5683087431694","939.9223780821918","943.4796410958904","981.1537397260274","1004.2148852459017","970.0397260274246"
"INTL.57-1-PAK-TBPD.A","        Pakistan","","","","","26","35","40","40","44","50.558904109589044","60.09315068493151","64.99178082191781","62.49180327868852","58.99178082191781","57","54","58","56","55","56","57.581","63.522","64.238","61.969","65.876","77.98959178082191","80.29098630136987","83.24657534246575","63.66120218579235","62.413698630136984","65","66","71","81","94","90.21369863013699","85.50273224043715","89.63561643835617"
"INTL.57-1-PSE-TBPD.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-PAN-TBPD.A","        Panama","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-PNG-TBPD.A","        Papua New Guinea","","","","","","","","","","","","0.16712328767123288","52.80054644808743","126.23287671232876","133.5041095890411","103.71676712328767","106.35558196721311","80.0054794520548","78.9386301369863","88.4","64","60","48.293150684931504","48.81643835616438","42.15573770491803","53.69041095890411","48.49589041095891","38.463013698630135","41.3551912568306","39.54794520547945","30.794520547945204","29.161643835616438","27.330601092896174","30.435616438356163","49.35342465753425","57.5013698630137","55.99180327868852","50.419594520547946"
"INTL.57-1-PRY-TBPD.A","        Paraguay","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-PER-TBPD.A","        Peru","","","","","189","192","181","163.67123287671234","145.327868852459","122.8082191780822","128.8986301369863","115.48219178082192","116.02185792349727","124.69041095890411","126.11048767123287","121.8958904109589","120.06634972677595","118.15342465753425","115.65205479452055","105.94132602739727","99.00650819672131","97.12054794520547","93.00245479452055","95.34963287671233","84.50397540983606","79.18173698630137","80.79525205479452","77.80071780821918","76.57675136612022","71.03245479452055","72.68841095890411","69.5440602739726","66.65480054644809","62.89339726027397","69.30365479452055","58.007797260273975","40.36353005464481","43.562953424657536"
"INTL.57-1-PHL-TBPD.A","        Philippines","","","","","11","8","7","5","6","5","5","3.232876712328767","7.96448087431694","10","5","3","1","0.8","0.8","0.7519972602739726","0.9389617486338798","11.436986301369863","13.727432876712328","20","18.1","17","16","18","24.551494535519126","35","33","34","30","35","38","24.123287671232877","20","3"
"INTL.57-1-POL-TBPD.A","        Poland","","","","","4","4","3","3","3","3","3","3","4","4.7534246575342465","5.706824657534247","5.890238356164383","6.371510928961748","5.802578082191781","6.227334246575342","7.734320547945205","12.961907103825137","15.520608219178083","13.495876712328768","14.515145205479453","16.795054644808744","15.978145205479452","14.920564383561643","13.410879452054795","14.166666666666666","12.405479452054795","12.90958904109589","12.487671232876712","13.401639344262295","19.224657534246575","19.257534246575343","18.416438356164385","20.103825136612024","19.997232876712328"
"INTL.57-1-PRT-TBPD.A","        Portugal","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-PRI-TBPD.A","        Puerto Rico","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-QAT-TBPD.A","        Qatar","471.77868852459017","405.21643835616436","329.8767123287671","294.94520547945206","394.37158469945354","301.47945205479454","307.9890410958904","293.05205479452053","345.9398907103825","380.11506849315066","406.05205479452053","394.74246575342465","403.5382513661202","420.6986301369863","404.5890410958904","449.17808219178085","487.172131147541","623.2739726027397","658.917808219178","631.3698630136986","687.6229508196722","680.5890410958904","643.7808219178082","713.6712328767123","770.0956284153006","958.6986301369863","1025.0739726027398","1065.6712328767123","1191.6666666666667","1155.5342465753424","1296.6027397260275","1402.1239726027397","1485.0923551912567","1458.7123287671234","1424.041095890411","1356.4246575342465","1354.9453551912568","1308.6712328767123"
"INTL.57-1-REU-TBPD.A","        Reunion","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ROU-TBPD.A","        Romania","","","","","235","221","208","195","193","188.72876712328767","162.94246575342467","139.7013698630137","135.8360655737705","137.17808219178082","137.28144657534247","137.67928493150686","136","134.65928493150685","129.538","128.04916438356165","123.82035245901639","123.71956712328767","120.4936301369863","116.37808219178082","112.24590163934427","106.22142739726027","98.30524109589041","100.19695616438356","95.39681967213114","91.66019178082192","88.13886301369863","86.86399726027398","84.35021584699453","84.99241917808219","83.34738630136987","82.65479452054795","77.90983606557377","72.21244657534247"
"INTL.57-1-RUS-TBPD.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","7656.756830601093","6753.153424657534","6382.923854794521","6166.004257534247","6008.000991803278","6089.7603616438355","6021.2421917808215","6052.362465753425","6476.829090163935","7010.5122164383565","7676.05397260274","8494.191010958904","9239.165846994536","9490.952608219179","9572.176646575343","9862.364361643835","9356.783606557377","9495.364931506849","9694.114465753424","9773.517808219178","9921.609289617487","10053.843835616439","10107.087671232877","10252.854794520548","10551.497267759563","10605.049315502427"
"INTL.57-1-RWA-TBPD.A","        Rwanda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SHN-TBPD.A","        Saint Helena","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
